SMILES,IGC50,MolLogP,HeavyAtomCount,HAccept,Heteroatoms,HDonor,MolWt,RotableBonds,RingCount,HallKierAlpha,NumValenceElectrons,SaturatedRings,AliphaticRings,AromaticRings,FractionCSP3,TPSA,LabuteASA,MolMR
C=CCc1ccccc1,3.1900001,2.4151000000000007,9,0,0,0,118.17899999999995,2,1,-1.04,46,0,0,1,0.1111111111111111,0.0,55.83662643050253,40.34300000000002
O=[N+]([O-])c1cc(I)c(O)c(I)c1,4.8099999,2.5096,12,3,6,1,390.902,1,1,-0.1200000000000001,64,0,0,1,0.0,63.370000000000005,95.40228883628005,60.1952
O=C(O)c1cc(Cl)ccc1O,2.5999999,1.7437999999999998,11,2,4,2,172.567,1,1,-1.22,58,0,0,1,0.0,57.53,67.84960106521103,40.07610000000001
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,5.0799999,1.7811999999999997,14,4,8,0,204.08799999999997,2,1,-2.12,74,0,0,1,0.0,86.28,75.06842537034903,39.6668
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,4.04,1.2085999999999997,13,5,7,1,184.107,2,1,-2.18,68,0,0,1,0.0,106.51,71.53158831669259,41.41560000000001
CCCCCCCCCC(=O)O,3.506,3.2117000000000013,12,1,2,1,172.268,8,0,-0.53,72,0,0,0,0.9,37.3,74.97948590963883,50.245800000000024
Oc1ccccc1F,3.1900001,1.5312999999999999,8,1,2,1,112.103,0,1,-1.05,42,0,0,1,0.0,20.23,46.391172274619215,28.064799999999995
Nc1ccc(F)cc1,3.5899999,1.4079,8,1,2,1,111.119,0,1,-1.05,42,0,0,1,0.0,26.02,46.936829219435914,30.8124
Oc1ccc(F)cc1,3.02,1.5312999999999999,8,1,2,1,112.103,0,1,-1.05,42,0,0,1,0.0,20.23,46.39117227461921,28.064799999999995
Nc1cccc(F)c1,2.9000001,1.4079,8,1,2,1,111.119,0,1,-1.0500000000000003,42,0,0,1,0.0,26.02,46.936829219435914,30.8124
CC(=O)c1cc(F)ccc1O,3.04,1.7339000000000002,11,2,3,1,154.14,1,1,-1.3800000000000001,58,0,0,1,0.125,37.3,63.28257860345619,38.06930000000001
OCc1c(F)c(F)c(F)c(F)c1F,2.8,1.8744,13,1,6,1,198.08999999999997,1,1,-1.1700000000000002,72,0,0,1,0.14285714285714285,20.23,69.41825600072076,32.1548
O=Cc1ccccc1F,3.079,1.6382,9,1,2,0,124.11399999999998,1,1,-1.1800000000000002,46,0,0,1,0.0,17.07,52.123402736863575,31.787499999999994
Fc1ccc(Br)cc1,3.1099999,2.5882000000000005,8,0,2,0,175.0,0,1,-0.3700000000000001,42,0,0,1,0.0,0.0,55.46448612806456,34.1
C#CC(=O)O,2.7060001,-0.2958,5,1,2,1,70.047,0,0,-0.97,26,0,0,0,0.0,37.3,29.42411650072181,16.4688
O=C1C=CC(=O)c2c(O)cccc21,6.3299999,1.3274,13,3,3,1,174.155,0,2,-1.9,64,0,1,1,0.0,54.370000000000005,74.31301534365345,45.907800000000016
O=Cc1c(O)cc(O)cc1O,3.128,0.6158999999999997,11,4,4,3,154.12099999999995,1,1,-1.7099999999999997,58,0,0,1,0.0,77.76,62.34056859052537,36.82390000000001
Cc1cccc(O)c1O,3.28,1.4062199999999998,9,2,2,2,124.13899999999998,0,1,-1.1800000000000002,48,0,0,1,0.14285714285714285,40.46,53.384812738285596,34.508599999999994
Oc1c(O)c(Br)c(Br)c(Br)c1Br,3.98,4.147800000000001,12,2,6,2,425.69599999999997,0,1,0.7399999999999999,66,0,0,1,0.0,40.46,102.49006104645441,60.571600000000004
CCOc1cccc(C=O)c1O,3.8499999,1.6034,12,3,3,1,166.17599999999996,3,1,-1.51,64,0,0,1,0.2222222222222222,46.53,70.59553054443344,44.66330000000002
COc1cc(C(C)=O)ccc1O,2.8800001,1.6034,12,3,3,1,166.176,2,1,-1.51,64,0,0,1,0.2222222222222222,46.53,70.59553054443344,44.66330000000002
O=C1CCCCCO1,1.739,1.1036000000000001,8,2,2,0,114.144,0,1,-0.53,46,1,1,0,0.8333333333333334,26.3,48.833197775834,29.426999999999985
CCCCC(=O)CCCC,3.0739999,2.935900000000001,10,1,1,0,142.242,6,0,-0.33,60,0,0,0,0.8888888888888888,17.07,63.82031004304618,44.057000000000016
CC(C)CC(=O)O,2.6589999,1.1171,7,1,2,1,102.13299999999998,2,0,-0.53,42,0,0,0,0.8,37.3,43.15477533765576,27.090799999999987
Cc1cc(O)cc(O)c1,2.6099999,1.4062199999999996,9,2,2,2,124.13899999999997,0,1,-1.1800000000000002,48,0,0,1,0.14285714285714285,40.46,53.384812738285596,34.5086
C1CSCCS1,2.8900001,1.4664,6,2,2,0,120.24199999999999,0,1,0.7,36,1,1,0,1.0,0.0,47.074466268220625,34.65
COP(=O)(OC)OC,1.1799999,1.0337,8,4,5,0,140.075,3,0,0.10999999999999999,50,0,0,0,1.0,44.760000000000005,48.359381619618496,28.633499999999987
CC(=O)C(Cl)Cl,3.641,1.3791,6,1,3,0,126.97,1,0,0.24999999999999994,36,0,0,0,0.6666666666666666,17.07,46.237189810429875,26.174999999999997
O=C1C=Cc2ccccc2C1=O,6.1999998,1.4652,12,2,2,0,158.15599999999998,0,2,-1.7,58,0,1,1,0.0,34.14,69.51878159145744,44.81350000000001
O=c1cc(-c2ccccc2)oc2ccccc12,4.4099998,3.4600000000000017,17,2,2,0,222.243,1,3,-2.3499999999999996,82,0,0,3,0.0,30.21,98.13650078134901,67.92000000000003
Cc1cccc(O)c1C,3.1199999,2.0090399999999997,9,1,1,1,122.16699999999999,0,1,-0.9800000000000001,48,0,0,1,0.25,20.23,54.955521100486195,37.5808
Cc1cc(C)c(O)c(C)c1,3.4200001,2.3174600000000005,10,1,1,1,136.194,0,1,-0.98,54,0,0,1,0.3333333333333333,20.23,61.3204632148828,42.31780000000002
Cc1ccccc1C#N,2.76,1.8667,9,1,1,0,117.151,0,1,-1.29,44,0,0,1,0.125,23.79,54.55386702975889,35.894000000000005
Oc1ccc(O)c(O)c1,3.4400001,0.8033999999999999,9,3,3,3,126.11099999999998,0,1,-1.3800000000000003,48,0,0,1,0.0,60.69,51.814104376085,31.436399999999995
O=C(CCl)CCl,5.046,1.0331000000000001,6,1,3,0,126.97000000000001,2,0,0.24999999999999994,36,0,0,0,0.6666666666666666,17.07,46.23718981042988,26.446999999999996
O=C(O)c1cccc(Cl)c1,2.8699999,2.0382,10,1,3,1,156.56799999999998,1,1,-1.02,52,0,0,1,0.0,37.3,63.05536731301502,38.41130000000001
CC(C)c1ccc(CO)cc1,3.1800001,2.3023000000000007,11,1,1,1,150.22099999999998,2,1,-0.8200000000000001,60,0,0,1,0.4,20.23,67.6854053292794,46.45380000000003
C#Cc1ccccc1,2.8599999,1.6679000000000002,8,0,0,0,102.13599999999998,0,1,-1.2200000000000002,38,0,0,1,0.0,0.0,49.16051274014944,34.377
CCOC(=O)CCC(C)=O,1.6,0.9187000000000001,10,3,3,0,144.17,4,0,-0.8600000000000001,58,0,0,0,0.7142857142857143,43.370000000000005,60.365493143803604,36.547999999999995
CCC(=O)OCC(C)C,2.3069999,1.5956000000000001,9,2,2,0,130.18699999999998,3,0,-0.53,54,0,0,0,0.8571428571428571,26.3,56.20397104375983,36.087999999999994
CC(=O)OC(C)(C)C,1.51,1.3479999999999999,8,2,2,0,116.16,0,0,-0.53,48,0,0,0,0.8333333333333334,26.3,49.83902892936323,31.518999999999984
CC(C)CCN,2.4230001,0.9912000000000001,6,1,1,1,87.16600000000001,2,0,-0.04,38,0,0,0,1.0,26.02,39.538910182428694,28.50939999999999
Clc1cccc(Cl)c1,3.5599999,2.993400000000001,8,0,2,0,147.004,0,1,-0.20000000000000007,42,0,0,1,0.0,0.0,58.037935573260306,36.46200000000001
CC(C)CCC#N,2.214,1.94618,7,1,1,0,97.161,2,0,-0.51,40,0,0,0,0.8333333333333334,23.79,44.956541281281304,29.684999999999985
CC(C)COC=O,1.692,0.8154,7,2,2,0,102.13299999999998,3,0,-0.53,42,0,0,0,0.8,26.3,43.474086814966626,26.853999999999985
CCCCI,3.3,2.2215,5,0,1,0,184.01999999999998,2,0,0.73,32,0,0,0,1.0,0.0,47.095915492063014,33.794999999999995
N#CCCCl,2.0009999,1.1388800000000001,5,1,2,0,89.525,1,0,-0.22000000000000003,28,0,0,0,0.6666666666666666,23.79,36.16498116497315,20.949999999999996
CCCCCC(C)O,2.53,1.9475000000000002,8,1,1,1,116.20399999999998,4,0,-0.04,50,0,0,0,1.0,20.23,51.7231374664052,35.822799999999994
N#CCCCC#N,1.363,1.20386,7,2,2,0,94.117,2,0,-1.02,36,0,0,0,0.6,47.58,42.984178848353416,25.07699999999999
CCCCSCCCC,4.04,3.3198000000000016,9,1,1,0,146.29899999999998,6,0,0.35,56,0,0,0,1.0,0.0,63.41695585397104,47.14100000000003
N#CC(Cl)(Cl)Cl,4.8829999,1.88018,6,1,4,0,144.388,0,0,0.35999999999999993,34,0,0,0,0.5,23.79,50.406571504339894,25.903
O=Cc1ccccc1[N+](=O)[O-],3.1700001,1.4073,11,3,4,0,151.12099999999998,2,1,-1.71,56,0,0,1,0.0,60.209999999999994,62.61084305643714,38.48390000000001
Nc1ccc(Cl)cc1Cl,3.5599999,2.5756000000000006,9,1,3,1,162.019,0,1,-0.4000000000000001,48,0,0,1,0.0,26.02,63.377826270273026,40.87440000000001
CCC(=O)OC,1.391,0.5694,6,2,2,0,88.106,1,0,-0.53,36,0,0,0,0.75,26.3,37.10914470057002,22.30699999999999
O=[N+]([O-])c1cccc(O)c1,3.51,1.3004,10,3,4,1,139.10999999999999,1,1,-1.58,52,0,0,1,0.0,63.370000000000005,56.878612594192774,34.76120000000001
O=Cc1ccc([N+](=O)[O-])cc1,3.2,1.4073,11,3,4,0,151.121,2,1,-1.71,56,0,0,1,0.0,60.209999999999994,62.61084305643714,38.48390000000001
N#CCc1ccc([N+](=O)[O-])cc1,3.1300001,1.66088,12,3,4,0,162.148,2,1,-1.8899999999999997,60,0,0,1,0.125,66.92999999999999,69.2068427522587,42.41340000000002
C=CCI,3.796,1.6074000000000002,4,0,1,0,167.97699999999998,1,0,0.47,24,0,0,0,0.3333333333333333,0.0,40.04137034548215,29.083999999999993
CC(C)=CCO,1.761,0.9448999999999999,6,1,1,1,86.134,1,0,-0.3,36,0,0,0,0.6,20.23,38.30365020542773,26.51679999999999
CC(=O)C(C)C,1.831,1.2314,6,1,1,0,86.134,1,0,-0.33,36,0,0,0,0.8,17.07,38.36054158545974,25.518999999999988
CC(C)C(Br)C(=O)O,2.451,1.4905000000000002,8,1,3,1,181.029,2,0,-0.050000000000000044,48,0,0,0,0.8,37.3,57.02232294329711,35.18879999999999
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.8299999,1.2086,13,5,7,1,184.10699999999997,2,1,-2.18,68,0,0,1,0.0,106.51,71.53158831669259,41.41560000000001
Oc1cccc(Cl)c1Cl,4.2800002,2.699,9,1,3,1,163.003,0,1,-0.4000000000000001,48,0,0,1,0.0,20.23,62.83216932545633,38.12680000000001
Cc1cccc(C)c1O,2.9200001,2.00904,9,1,1,1,122.16699999999999,0,1,-0.98,48,0,0,1,0.25,20.23,54.95552110048619,37.5808
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],3.27,1.2086,13,5,7,1,184.10699999999997,2,1,-2.18,68,0,0,1,0.0,106.51000000000002,71.53158831669258,41.41560000000001
CCc1ccccc1N,2.78,1.8312,9,1,1,1,121.18299999999998,1,1,-0.98,48,0,0,1,0.25,26.02,55.50117804530289,40.232400000000005
CCc1cccc(CC)c1N,3.3099999,2.3936,11,1,1,1,149.23699999999997,2,1,-0.98,60,0,0,1,0.4,26.02,68.2310622740961,49.61040000000003
CC1CCCCC1=O,2.1900001,1.7656,8,1,1,0,112.172,0,1,-0.33,46,1,1,0,0.8571428571428571,17.07,50.084594660723724,32.63899999999998
Oc1cc(Cl)ccc1Cl,4.1300001,2.699,9,1,3,1,163.003,0,1,-0.4000000000000001,48,0,0,1,0.0,20.23,62.83216932545633,38.12680000000001
CCC(O)CC,1.756,1.1673,6,1,1,1,88.15,2,0,-0.04,38,0,0,0,1.0,20.23,38.99325323761199,26.58879999999999
CCC(O)CO,0.95200002,-0.25039999999999996,6,2,2,2,90.122,2,0,-0.08,38,0,0,0,1.0,40.46,37.4225448754114,23.383599999999994
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,4.4099998,1.2086,13,5,7,1,184.10699999999997,2,1,-2.18,68,0,0,1,0.0,106.51000000000002,71.53158831669259,41.41560000000001
O=C(O)c1ccc(Br)cc1,3.1800001,2.1473000000000004,10,1,3,1,201.019,1,1,-0.8300000000000001,52,0,0,1,0.0,37.3,66.61964869177471,41.10130000000001
CCc1cccc(N)c1,2.97,1.8311999999999997,9,1,1,1,121.18299999999998,1,1,-0.9800000000000001,48,0,0,1,0.25,26.02,55.50117804530289,40.232400000000005
CCc1ccc(N)cc1,3.03,1.8312,9,1,1,1,121.18299999999998,1,1,-0.98,48,0,0,1,0.25,26.02,55.50117804530289,40.232400000000005
Cc1ccc(CO)cc1,2.51,1.48732,9,1,1,1,122.16699999999999,1,1,-0.8200000000000001,48,0,0,1,0.25,20.23,54.95552110048619,37.101800000000004
CCCCC(O)CC,2.51,1.9475,8,1,1,1,116.20399999999998,4,0,-0.04,50,0,0,0,1.0,20.23,51.723137466405205,35.822799999999994
CCCCCC(O)CC,2.9400001,2.3376,9,1,1,1,130.23099999999997,5,0,-0.04,56,0,0,0,1.0,20.23,58.088079580801804,40.439800000000005
CCCCOC(=O)CC,3.1700001,1.7397,9,2,2,0,130.18699999999998,4,0,-0.53,54,0,0,0,0.8571428571428571,26.3,56.20397104375984,36.157999999999994
CC(C)CC=O,2.6700001,1.2314,6,1,1,0,86.13399999999999,2,0,-0.33,36,0,0,0,0.8,17.07,38.36054158545974,25.518999999999988
Nc1cccc(O)c1,2.48,0.9743999999999999,8,2,2,2,109.12799999999999,0,1,-1.1800000000000002,42,0,0,1,0.0,46.25,47.56552756870569,32.5192
Oc1cc(Cl)cc(Cl)c1,4.5599999,2.699,9,1,3,1,163.003,0,1,-0.4000000000000001,48,0,0,1,0.0,20.23,62.83216932545633,38.12680000000001
Ic1ccccc1,3.3599999,2.2912,7,0,1,0,204.01000000000002,0,1,-0.050000000000000044,36,0,0,1,0.0,0.0,56.6932412405406,39.15900000000001
CCCCC(C)=O,1.6569999,1.7656,7,1,1,0,100.16099999999999,3,0,-0.33,42,0,0,0,0.8333333333333334,17.07,44.72548369985635,30.20599999999998
C=CCOC(C)=O,3.48,0.7355,7,2,2,0,100.11699999999999,2,0,-0.79,40,0,0,0,0.4,26.3,42.784483782782374,26.82999999999999
CCCCOC(N)=O,2.0339999,0.8818000000000001,8,2,3,1,117.148,3,0,-0.73,48,0,0,0,0.8,52.32,48.81397751197934,30.44339999999999
CCCCOC=O,2.066,0.9595,7,2,2,0,102.13299999999998,4,0,-0.53,42,0,0,0,0.8,26.3,43.474086814966626,26.923999999999985
C=CCSCC=C,2.6900001,2.0916,7,1,1,0,114.21299999999998,4,0,-0.17000000000000004,40,0,0,0,0.3333333333333333,0.0,49.30786556080932,37.71900000000001
NC(=O)C(Cl)(Cl)Cl,2.7119999,0.8418999999999999,7,1,5,1,162.40300000000002,0,0,0.3399999999999999,42,0,0,0,0.5,43.09,55.51540461992766,29.4844
CNC(N)=S,1.63,-0.5506,5,1,3,2,90.151,0,0,-0.31000000000000005,30,0,0,0,0.5,38.05,36.3527262700518,25.845100000000002
COC(N)=O,1.025,-0.2884999999999999,5,2,3,1,75.067,0,0,-0.73,30,0,0,0,0.5,52.32,29.719151168789516,16.5924
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,4.8899999,2.3618,17,5,7,1,234.167,2,2,-2.6999999999999997,86,0,0,2,0.0,106.51,94.21325284842779,58.92160000000002
Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],3.8399999,1.0851999999999997,13,5,7,1,183.12299999999996,2,1,-2.1799999999999997,68,0,0,1,0.0,112.30000000000001,72.07724526150928,44.163199999999996
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5.6599998,5.204700000000001,12,1,6,1,488.593,0,1,1.42,66,0,0,1,0.0,20.23,111.56337489989976,66.60679999999999
Oc1c(I)cc(I)cc1I,5.6700001,3.2060000000000004,10,1,4,1,471.801,0,1,1.21,54,0,0,1,0.0,20.23,100.01115123482388,66.2578
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,4.23,1.5170199999999998,14,5,7,1,198.134,2,1,-2.18,74,0,0,1,0.14285714285714285,106.51000000000002,77.89653043108919,46.152600000000014
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,4.52,1.8114199999999998,13,4,6,0,182.135,2,1,-1.98,68,0,0,1,0.14285714285714285,86.28,73.10229667889317,44.48780000000002
O=C(O)c1cc(Br)ccc1Br,2.6900001,2.9098000000000006,11,1,4,1,279.91499999999996,1,1,-0.3500000000000001,58,0,0,1,0.0,37.3,80.48719629741605,48.80130000000001
COC(=O)c1ccco1,2.1500001,1.0661999999999998,9,3,3,0,126.11099999999998,1,1,-1.25,48,0,0,1,0.16666666666666666,39.44,52.23068394191766,30.047499999999992
Oc1ccc(Br)cc1Br,4.4000001,2.9172000000000002,9,1,3,1,251.905,0,1,-0.02000000000000013,48,0,0,1,0.0,20.23,69.9607320829757,43.506800000000005
Oc1ccc(O)c(Cl)c1,4.2600002,1.7511999999999999,9,2,3,2,144.55700000000002,0,1,-0.8900000000000002,48,0,0,1,0.0,40.46,57.32313685077066,34.781600000000005
Cc1ccc(Cl)c(O)c1,3.54,2.3540200000000002,9,1,2,1,142.58500000000004,0,1,-0.6900000000000001,48,0,0,1,0.14285714285714285,20.23,58.89384521297126,37.853800000000014
NCC(O)CO,1.188,-1.7017,6,3,3,3,91.11,2,0,-0.12,38,0,0,0,1.0,66.48,36.39749345802751,22.146999999999995
Cc1ccsc1,2.3,2.05652,6,1,1,0,98.17,0,1,-0.30000000000000004,32,0,0,1,0.2,0.0,41.43670850430507,29.055999999999994
CC(C)(O)c1ccccc1,2.4300001,1.914,10,1,1,1,136.194,1,1,-0.8200000000000001,54,0,0,1,0.3333333333333333,20.23,61.32046321488279,41.68680000000002
CC(C)c1cccc(O)c1,3.6099999,2.515600000000001,10,1,1,1,136.19399999999996,1,1,-0.9800000000000001,54,0,0,1,0.3333333333333333,20.23,61.32046321488279,42.19580000000002
O=C(O)c1cc(Br)cc(Br)c1,3.46,2.9098000000000006,11,1,4,1,279.91499999999996,1,1,-0.3500000000000001,58,0,0,1,0.0,37.3,80.48719629741606,48.80130000000001
O=[N+]([O-])c1ccc(O)c(Cl)c1,4.1799998,1.9537999999999995,11,3,5,1,173.55499999999998,1,1,-1.29,58,0,0,1,0.0,63.370000000000005,67.18187882107445,39.771200000000015
N#Cc1cccc([N+](=O)[O-])c1,3.45,1.4664799999999998,11,3,4,0,148.12099999999998,1,1,-1.8900000000000001,54,0,0,1,0.0,66.92999999999999,62.84190063786208,37.81140000000001
COC(=O)c1ccc([N+](=O)[O-])cc1,3.3900001,1.3814,13,4,5,0,181.147,2,1,-1.9099999999999997,68,0,0,1,0.125,69.44,74.08933040034063,44.43590000000002
NC(=O)c1ccc(Cl)cc1,3.0899999,1.4389,10,1,3,1,155.584,1,1,-1.02,52,0,0,1,0.0,43.09,63.60102425783172,39.96990000000001
N#Cc1ccc([N+](=O)[O-])cc1,3.5699999,1.46648,11,3,4,0,148.121,1,1,-1.8899999999999997,54,0,0,1,0.0,66.92999999999999,62.84190063786208,37.81140000000001
NC(=O)c1ccc([N+](=O)[O-])cc1,3.1800001,0.6937,12,3,5,1,166.136,2,1,-1.9099999999999997,62,0,0,1,0.0,86.23,67.95073375344985,41.61430000000001
Cc1ccc(C=O)o1,2.97,1.40052,8,2,2,0,110.112,1,1,-1.05,42,0,0,1,0.16666666666666666,30.21,47.117138712410785,28.83249999999999
Cc1cccc(C#N)c1,2.75,1.8667,9,1,1,0,117.151,0,1,-1.29,44,0,0,1,0.125,23.79,54.5538670297589,35.894000000000005
COc1ccc(C=O)cc1O,2.8599999,1.2132999999999998,11,3,3,1,152.14899999999997,2,1,-1.51,58,0,0,1,0.125,46.53,64.23058843003683,40.046300000000016
S=C=NCc1ccccc1,5.7399998,2.2894000000000005,10,2,2,0,149.218,2,1,-0.9800000000000001,50,0,0,1,0.125,12.36,65.41539008135518,45.17200000000002
N#Cc1ccc(Br)cc1,3.29,2.32078,9,1,2,0,182.01999999999998,0,1,-0.81,44,0,0,1,0.0,23.79,62.05647252100364,38.857000000000006
N#Cc1ccc(Cl)cc1,3.0,2.2116800000000003,9,1,2,0,137.569,0,1,-1.0,44,0,0,1,0.0,23.79,58.49219114224396,36.16700000000001
CCCC(=O)OC,1.7539999,0.9595,7,2,2,0,102.13299999999998,2,0,-0.53,42,0,0,0,0.8,26.3,43.47408681496663,26.923999999999985
CCOC(=O)CI,5.921,0.9845,7,2,3,0,214.002,2,0,0.19999999999999996,42,0,0,0,0.75,26.3,56.37098282161365,35.52
CCCCCOC(=O)CC,2.957,2.1298000000000004,10,2,2,0,144.21399999999997,5,0,-0.53,60,0,0,0,0.875,26.3,62.568913158156434,40.775000000000006
NNC=O,2.1289999,-1.3939000000000001,4,2,3,2,60.056000000000004,1,0,-0.5700000000000001,24,0,0,0,0.0,55.12,23.760662028729048,13.3871
CCCCOS(=O)(=O)OCCCC,3.6210001,1.8646,13,4,5,0,210.29499999999993,8,0,-0.13000000000000003,80,0,0,0,1.0,52.60000000000001,80.56434242152218,50.639800000000044
CC(C)CC#N,2.1240001,1.55608,6,1,1,0,83.134,1,0,-0.51,34,0,0,0,0.8,23.79,38.59159916688469,25.067999999999987
CCNC(C)=O,1.299,0.14240000000000014,6,1,2,1,87.12199999999999,1,0,-0.53,36,0,0,0,0.75,29.1,37.54546165467118,24.357699999999994
CCNC(N)=S,1.87,-0.16049999999999998,6,1,3,2,104.178,1,0,-0.31000000000000005,36,0,0,0,0.6666666666666666,38.05,42.7176683844484,30.4621
Nc1cccc(I)c1,3.6500001,1.8734000000000002,8,1,2,1,219.025,0,1,-0.2500000000000001,42,0,0,1,0.0,26.02,62.033131937553314,43.571400000000004
Oc1cccc(I)c1,4.1199999,1.9968,8,1,2,1,220.00900000000001,0,1,-0.2500000000000001,42,0,0,1,0.0,20.23,61.48747499273661,40.82380000000001
O=Cc1cccc(C=O)c1,3.1800001,1.3115999999999999,10,2,2,0,134.134,2,1,-1.44,50,0,0,1,0.0,34.14,58.4843315483777,37.217000000000006
Clc1cccnc1,2.29,1.7349999999999997,7,1,2,0,113.54699999999998,0,1,-0.56,36,0,0,1,0.0,12.89,46.95431732732516,29.247
CC(C)CCCO,2.3629999,1.4149,7,1,1,1,102.17699999999999,3,0,-0.04,44,0,0,0,1.0,20.23,45.35819535200859,31.15779999999998
C#CCOC(C)=O,1.834,0.18270000000000008,7,2,2,0,98.10099999999998,1,0,-0.97,38,0,0,0,0.4,26.3,42.473312206825895,25.465999999999994
OCCCCl,1.601,0.6075999999999999,5,1,2,1,94.541,2,0,0.24999999999999997,32,0,0,0,1.0,20.23,36.566635235700446,22.42279999999999
N#CCCCCl,2.0699999,1.52898,6,1,2,0,103.552,2,0,-0.22000000000000003,34,0,0,0,0.75,23.79,42.52992327936976,25.566999999999993
CCCCCOC(C)=O,3.1630001,1.7397,9,2,2,0,130.18699999999998,4,0,-0.53,54,0,0,0,0.8571428571428571,26.3,56.203971043759836,36.157999999999994
CCCCCC#N,2.6240001,2.09028,7,1,1,0,97.161,3,0,-0.51,40,0,0,0,0.8333333333333334,23.79,44.956541281281304,29.754999999999985
BrCCCCCCBr,4.046,3.3366000000000025,8,0,2,0,243.96999999999997,5,0,0.96,50,0,0,0,1.0,0.0,68.29905681109531,46.056000000000026
CCCCCCCBr,4.487,3.351700000000002,8,0,1,0,179.101,5,0,0.48,50,0,0,0,1.0,0.0,60.79645131985056,42.55300000000001
OCCCCCCO,1.505,0.5313999999999999,8,2,2,2,118.176,5,0,-0.08,50,0,0,0,1.0,40.46,50.15242910420461,32.63959999999998
CCCCCCOC=O,2.618,1.7397,9,2,2,0,130.18699999999998,6,0,-0.53,54,0,0,0,0.8571428571428571,26.3,56.203971043759836,36.157999999999994
N#CCCCCCCC#N,2.23,2.3741600000000007,10,2,2,0,136.198,5,0,-1.02,54,0,0,0,0.75,47.58,62.079005191543246,38.928000000000004
O=Cc1cc(Cl)ccc1O,4.0089998,1.8580999999999999,10,2,3,1,156.56799999999998,1,1,-1.02,52,0,0,1,0.0,37.3,63.05536731301502,38.504300000000015
CC(=S)Nc1ccccc1,2.99,2.4458,10,1,2,1,151.23399999999998,1,1,-0.89,52,0,0,1,0.125,12.03,66.0699297791031,48.33670000000002
CCOC(=O)C=C(C)C,2.52,1.5157,9,2,2,0,128.17099999999996,2,0,-0.79,52,0,0,0,0.5714285714285714,26.3,55.51436801157558,36.06399999999999
CCCCCOC=O,2.217,1.3496,8,2,2,0,116.15999999999998,5,0,-0.53,48,0,0,0,0.8333333333333334,26.3,49.83902892936323,31.540999999999983
CC(C)c1ccccc1N,3.1199999,2.3922,10,1,1,1,135.20999999999995,1,1,-0.98,54,0,0,1,0.3333333333333333,26.02,61.8661201596995,44.943400000000025
Cc1ccc(-c2ccccc2)cc1,4.6599998,3.662020000000002,13,0,0,0,168.239,1,2,-1.5599999999999996,64,0,0,2,0.07692307692307693,0.0,78.8534394399576,56.61500000000003
NC(=O)c1cccc([N+](=O)[O-])c1,2.8099999,0.6937,12,3,5,1,166.13599999999997,2,1,-1.9100000000000001,62,0,0,1,0.0,86.23,67.95073375344985,41.61430000000001
CCCc1ccc(O)cc1,3.6400001,2.3447000000000005,10,1,1,1,136.19399999999996,2,1,-0.98,54,0,0,1,0.3333333333333333,20.23,61.3204632148828,42.10180000000002
N#CCCc1ccccc1,2.8399999,2.14278,10,1,1,0,131.17799999999997,2,1,-1.29,50,0,0,1,0.2222222222222222,23.79,60.9188091441555,40.37600000000002
Cc1cc(C)oc(=O)c1,2.0699999,1.25664,9,2,2,0,124.13899999999998,0,1,-1.0500000000000003,48,0,0,1,0.2857142857142857,30.21,53.127626272342994,34.452
NC(=O)CBr,4.5229998,-0.1333999999999999,5,1,3,1,137.964,1,0,-0.050000000000000044,30,0,0,0,0.5,43.09,38.473153544923996,22.9884
CCN(CC)C(C)=O,1.4579999,0.8747,8,1,2,0,115.17599999999999,2,0,-0.53,48,0,0,0,0.8333333333333334,20.310000000000002,50.48531737005973,33.60199999999999
C=C(C)C(=O)OCC(CC)CCCC,4.5700002,3.3221000000000025,14,2,2,0,198.30599999999993,7,0,-0.79,82,0,0,0,0.75,26.3,87.33907858355862,59.07900000000005
CCCCCCCCC(C)=O,3.582,3.3260000000000023,11,1,1,0,156.269,7,0,-0.33,66,0,0,0,0.9,17.07,70.1852521574428,48.67400000000003
CCCCCOCCCCC,4.0900002,3.3834000000000026,11,1,1,0,158.28499999999997,8,0,-0.04,68,0,0,0,1.0,9.23,71.1372752869059,49.86900000000003
Cc1ncc[nH]1,2.0899999,0.7181199999999999,6,1,2,1,82.106,0,1,-0.79,32,0,0,1,0.25,28.68,36.22515363585439,23.324699999999993
CCC1CCC(=O)O1,1.76,1.1019999999999999,8,2,2,0,114.14399999999999,1,1,-0.53,46,1,1,0,0.8333333333333334,26.3,48.833197775834,29.404999999999987
CC(O)Cc1ccccc1,2.3800001,1.6098999999999999,10,1,1,1,136.194,2,1,-0.8200000000000001,54,0,0,1,0.3333333333333333,20.23,61.3204632148828,41.82680000000002
